# Serious Injuries,# Visible Injuries,Agency Name (Crash Level) ,Date,Intersection Name (from Crash Report),KABCO Severity,Light Conditions (Crash Level),Location at Impact (Crash Level) ,Manner of Collision (Crash Level) ,Roadway (From Crash Report),Surface Condition (Crash Level) ,Time,Safety Equipment (Crash Level) ,Weather Conditions (Crash Level),# of Fatalities per Crash,Latitude,Longitude,Geolocated City,Geolocated County,Vehicle Condition (excluding No Known Defects),First Harmful Event (Unit Order),"Operator/Pedestrian Contrib Factor (excl None, Other, No Contrib Factors)",Most Harmful Event (Crash Level),crash_mode
0.0,1.0,Dekalb Co Police Department,2023-08-31,Redan Rd and Covington Hwy,(B) Suspected Minor/Visible Injury,Dark-Lighted,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Covington Hwy,Wet,01:20:00,"[""Unknown"",""None Used""]",Clear,0.0,33.759487,-84.241166,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",,"[""Pedestrian"",""Motor Vehicle in Motion""]",Pedestrian
1.0,0.0,Dekalb Co Police Department,2023-09-05,Blackshear Dr and N Druid Hills Rd,(A) Suspected Serious Injury,Dark-Not Lighted,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,N Druid Hills Rd,Dry,20:52:00,"[""None Used"",""Lap and Shoulder Belt Used""]",Clear,0.0,33.81266,-84.300418,Unincorporated,DEKALB,,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Pedestrian""]",Pedestrian
0.0,0.0,Dekalb Co Police Department,2023-09-05,Lavista Rd and Biltmore Dr,(C) Possible Injury / Complaint,Daylight,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,Lavista Rd,Dry,16:40:00,None Used,Clear,0.0,33.815759,-84.323524,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Failure to Yield,"[""Pedestrian"",""Motor Vehicle in Motion""]",Pedestrian
0.0,1.0,Emory Police Department,2023-09-06,Clifton Rd Ne and Houston Mill Rd Ne,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,Clifton Rd Ne,Dry,12:58:00,Unknown,Clear,0.0,33.798535,-84.32376,Atlanta,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian""]",,"[""Pedestrian"",""Pedestrian""]",Pedestrian
0.0,1.0,Emory Police Department,2023-09-11,Starvine Way and Clairmont Rd,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,Clairmont Rd,Dry,15:50:00,"[""Lap and Shoulder Belt Used"",""None Used""]",Clear,0.0,33.798696,-84.307213,Unincorporated,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian""]",Failure to Yield,"[""Motor Vehicle in Motion"",""Pedestrian""]",Pedestrian
0.0,0.0,Decatur Police Department,2023-09-11,S Candler St and E College Ave,(C) Possible Injury / Complaint,Daylight,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,E College Ave,Dry,08:15:00,Unknown,Clear,0.0,33.771044,-84.292597,Decatur,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]","[""Inattentive or Other Distraction (Distracted)"",""Failure to Yield""]","[""Pedestrian"",""Motor Vehicle in Motion""]",Pedestrian
0.0,0.0,Decatur Police Department,2023-09-13,E Trinity Pl and N Mcdonough St,(O) No Injury,Daylight,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,N Mcdonough St,Dry,16:08:00,Lap and Shoulder Belt Used,Clear,0.0,33.773563,-84.296526,Decatur,DEKALB,,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Failure to Yield,"[""Pedestrian"",""Pedestrian""]",Pedestrian
0.0,1.0,Dekalb Co Police Department,2023-09-16,3Rd Ave and Robinson Ave,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Robinson Ave,Wet,17:20:00,None Used,Cloudy,0.0,33.79048,-84.256092,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Other Unit Contributed to Crash,"[""Pedestrian"",""Motor Vehicle in Motion""]",Pedestrian
0.0,0.0,Dekalb Co Police Department,2023-09-17,Columbia Dr and Memorial Dr,(C) Possible Injury / Complaint,Daylight,Median,Not a Collision with Motor Vehicle,Memorial Dr,Dry,13:59:00,Unknown,Clear,0.0,33.754842,-84.26777,Unincorporated,DEKALB,,"[""Pedestrian"",""Median Barrier""]",Failure to Yield,"[""Pedestrian"",""Motor Vehicle in Motion""]",Pedestrian
0.0,1.0,Dekalb Co Police Department,2023-09-28,Midway Rd and Covington Hwy,(B) Suspected Minor/Visible Injury,Dark-Not Lighted,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,Covington Hwy,Dry,20:20:00,"[""None Used"",""Lap and Shoulder Belt Used""]",Clear,0.0,33.768233,-84.251428,Unincorporated,DEKALB,,"[""Pedestrian"",""Pedestrian""]","[""Under the Influence (U.I.)"",""Inattentive or Other Distraction (Distracted)""]","[""Motor Vehicle in Motion"",""Pedestrian""]",Pedestrian
0.0,1.0,Dekalb Co Police Department,2023-10-02,Church St and N Decatur Rd,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,N Decatur Rd,Dry,11:30:00,"[""Lap and Shoulder Belt Used"",""None Used""]",Clear,0.0,33.793581,-84.263156,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Failure to Yield,"[""Pedestrian"",""Motor Vehicle in Motion""]",Pedestrian
0.0,1.0,Emory Police Department,2023-10-04,Clifton Road and Gambrell Dr Ne,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Gambrell Dr Ne,Dry,12:45:00,"[""Unknown"",""Unknown""]",Clear,0.0,33.790415,-84.320934,Atlanta,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Failure to Yield,"[""Pedestrian"",""Motor Vehicle in Motion""]",Pedestrian
0.0,1.0,Decatur Police Department,2023-10-13,Sams Crossing and E College Ave,(B) Suspected Minor/Visible Injury,Dark-Not Lighted,On Roadway - In Crosswalk,Angle Crash,E College Ave,Wet,21:00:00,Lap and Shoulder Belt Used,Rain,0.0,33.774821,-84.279436,Avondale Estates,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian""]",,"[""Motor Vehicle in Motion"",""Pedestrian""]",Pedestrian
0.0,1.0,Dekalb Co Police Department,2023-10-16,Candler Rd and Raleigh Rucker Dr,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Candler Rd,Dry,00:00:00,"[""None Used"",""Unknown"",""Unknown"",""Unknown""]",Clear,0.0,33.727815,-84.280226,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Inattentive or Other Distraction (Distracted),"[""Pedestrian"",""Mail Box""]",Pedestrian
0.0,0.0,Atlanta Police Department,2023-10-18,None and Glenwood Ave Se,(C) Possible Injury / Complaint,Daylight,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,Glenwood Ave Se,Dry,10:00:00,Unknown,Clear,0.0,33.740143,-84.313886,Atlanta,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian""]",Failure to Yield,"[""Motor Vehicle in Motion"",""Pedestrian""]",Pedestrian
0.0,0.0,Dekalb Co Police Department,2023-10-26,Scott Blvd and Blackmon Dr,(C) Possible Injury / Complaint,Daylight,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,Blackmon Dr,Dry,17:18:00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""None Used""]",Clear,0.0,33.795283,-84.287363,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]","Not Visible (Object, Person, or Vehicle)","[""Pedestrian"",""Motor Vehicle in Motion""]",Pedestrian
0.0,0.0,Dekalb Co Police Department,2023-10-28,Clifton Rd and Briarcliff Rd,(C) Possible Injury / Complaint,Dark-Lighted,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,Briarcliff Rd,Dry,19:30:00,"[""Lap and Shoulder Belt Used"",""None Used""]",Clear,0.0,33.806172,-84.335992,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Failure to Yield,"[""Pedestrian"",""Motor Vehicle in Motion""]",Pedestrian
0.0,0.0,Clarkston Police Department,2023-11-05,Market St and N Indian Creek Dr,(C) Possible Injury / Complaint,Daylight,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,Market St,Dry,16:45:00,Lap and Shoulder Belt Used,Clear,0.0,33.810259,-84.241407,Clarkston,DEKALB,,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Vision Obscured,"[""Pedestrian"",""Pedestrian"",""Pedestrian""]",Pedestrian
0.0,0.0,Decatur Police Department,2023-11-06,Commerce Dr and E College Ave,(K) Fatal Injury,Dark-Lighted,Off Roadway - Sidewalk,Not a Collision with Motor Vehicle,E College Ave,Dry,19:17:00,"[""Lap and Shoulder Belt Used"",""Unknown""]",Clear,1.0,33.772862,-84.287352,Decatur,DEKALB,,"[""Other Post/ Pole Support"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Driver Lost Control,"[""Pedestrian"",""Motor Vehicle in Motion""]",Pedestrian
0.0,1.0,Decatur Police Department,2023-11-06,Sycamore St and E Ponce De Leon Ave,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - In Crosswalk,Angle Crash,Sycamore St,Dry,14:43:00,Lap and Shoulder Belt Used,Clear,0.0,33.776137,-84.282809,Decatur,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Failure to Yield,"[""Pedestrian"",""Pedestrian""]",Pedestrian
0.0,0.0,Decatur Police Department,2023-11-06,W Trinity Pl and W Ponce De Leon Ave,(C) Possible Injury / Complaint,Daylight,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,W Ponce De Leon Ave,Dry,13:53:00,Lap and Shoulder Belt Used,Clear,0.0,33.773018,-84.306589,Decatur,DEKALB,,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Failure to Yield,"[""Pedestrian"",""Pedestrian""]",Pedestrian
0.0,0.0,Atlanta Police Department,2023-11-07,E Lake Blvd Se and Glenwood Ave Se,(C) Possible Injury / Complaint,Daylight,On Roadway - In Crosswalk,Angle Crash,Glenwood Ave Se,Dry,07:20:00,"[""Unknown"",""Bicycle Helmet""]",Clear,0.0,33.740143,-84.313886,Atlanta,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian""]","[""Inattentive or Other Distraction (Distracted)"",""Driver Condition"",""Other Unit Contributed to Crash""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]",Pedestrian
0.0,0.0,Dekalb Co Police Department,2023-11-09,Bobbie Ln and Memorial Dr,(C) Possible Injury / Complaint,Daylight,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,Bobbie Ln,Dry,16:58:00,"[""Lap and Shoulder Belt Used"",""None Used""]",Clear,0.0,33.759056,-84.262044,Unincorporated,DEKALB,,"[""Pedestrian"",""Pedestrian""]",Failure to Yield,"[""Pedestrian"",""Pedestrian""]",Pedestrian
0.0,0.0,Decatur Police Department,2023-11-13,Church St and Commerce Drive,(C) Possible Injury / Complaint,Daylight,Off Roadway - Sidewalk,Not a Collision with Motor Vehicle,Church St,Dry,09:14:00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]",Clear,0.0,33.777554,-84.294828,Decatur,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]","[""Failure to Yield"",""Vision Obscured""]","[""Pedestrian"",""Pedestrian""]",Pedestrian
0.0,0.0,Atlanta Police Department,2023-11-14,None and Rockyford Rd Ne,(C) Possible Injury / Complaint,Daylight,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,Rockyford Rd Ne,Dry,15:00:00,"[""Shoulder Belt Only Used"",""None Used""]",Clear,0.0,33.751336,-84.316199,Atlanta,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian""]",Other Interior Distraction (Distracted),"[""Motor Vehicle in Motion"",""Pedestrian""]",Pedestrian
0.0,0.0,Dekalb Co Police Department,2023-11-16,Lawrenceville Hwy and Dekalb Industrial Way,(O) No Injury,Dark-Lighted,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Lawrenceville Hwy,Dry,16:15:00,"[""None Used"",""Lap and Shoulder Belt Used""]",Clear,0.0,33.800207,-84.280935,Unincorporated,DEKALB,,"[""Pedestrian"",""Pedestrian""]",Other Unit Contributed to Crash,"[""Pedestrian"",""Pedestrian""]",Pedestrian
0.0,1.0,Dekalb Co Police Department,2023-11-18,N Decatur Rd and Clairmont Rd,(B) Suspected Minor/Visible Injury,Dark-Lighted,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,Clairmont Rd,Dry,22:53:00,"[""None Used"",""Lap and Shoulder Belt Used""]",Clear,0.0,33.790066,-84.306535,Unincorporated,DEKALB,,"[""Motor Vehicle in Motion"",""Pedestrian""]",,"[""Motor Vehicle in Motion"",""Pedestrian""]",Pedestrian
0.0,0.0,Dekalb Co Police Department,2023-11-23,Beechcliff Dr and 1285 Biltmore Dr,(C) Possible Injury / Complaint,Daylight,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,1285 Biltmore Dr,Dry,13:12:00,"[""Lap and Shoulder Belt Used"",""None Used""]",Cloudy,0.0,33.814598,-84.324508,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]","[""Improper Backing"",""Inattentive or Other Distraction (Distracted)""]","[""Pedestrian"",""Motor Vehicle in Motion""]",Pedestrian
0.0,0.0,Decatur Police Department,2023-11-30,Scott Blvd and Coventry Rd,(O) No Injury,Daylight,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Scott Blvd,Dry,15:54:00,Lap and Shoulder Belt Used,Clear,0.0,33.779061,-84.309015,Decatur,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Failure to Yield,"[""Pedestrian"",""Motor Vehicle in Motion""]",Pedestrian
1.0,1.0,Atlanta Police Department,2023-12-14,Clifton St Se and Memorial Dr Se,(A) Suspected Serious Injury,Daylight,On Roadway - Roadway Intersection,Angle Crash,Clifton St Se,Dry,17:38:00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""None Used""]",Clear,0.0,33.747449,-84.33185,Atlanta,DEKALB,,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Pedestrian""]","[""Improper Turn"",""Not Visible (Object, Person, or Vehicle)""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Pedestrian
0.0,0.0,Dekalb Co Police Department,2023-12-14,Memorial Dr and James Allen Dr,(K) Fatal Injury,Dark-Not Lighted,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,Memorial Dr,Dry,00:00:00,"[""None Used"",""Lap and Shoulder Belt Used""]",Clear,1.0,33.747091,-84.288771,Unincorporated,DEKALB,,"[""Pedestrian"",""Pedestrian""]",,"[""Pedestrian"",""Pedestrian""]",Pedestrian
0.0,0.0,Dekalb Co Police Department,2023-12-25,Candler Rd and Glenwood Rd,(K) Fatal Injury,Dark-Not Lighted,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,Candler Rd,Wet,03:55:00,None Used,Rain,1.0,33.740362,-84.288858,Unincorporated,DEKALB,,"[""Pedestrian"",""Motor Vehicle in Motion""]","[""Not Visible (Object, Person, or Vehicle)"",""Under the Influence (U.I.)""]","[""Pedestrian"",""Motor Vehicle in Motion""]",Pedestrian
0.0,0.0,Atlanta Police Department,2024-01-07,Howard St Ne and Hosea L Williams Dr Ne,(C) Possible Injury / Complaint,Daylight,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Howard St Ne,Dry,14:00:00,"[""Unknown"",""None Used""]",Clear,0.0,33.75221081,-84.32357942,Atlanta,DeKalb,,"[""Motor Vehicle in Motion"",""Pedestrian""]",Failure to Yield,"[""Motor Vehicle in Motion"",""Pedestrian""]",Pedestrian
0.0,0.0,Decatur Police Department,2024-01-09,Commerce Dr and W Howard Ave,(C) Possible Injury / Complaint,Dark-Lighted,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,W Howard Ave,Wet,08:38:00,Shoulder Belt Only Used,Rain,0.0,33.76906054,-84.29944409,Decatur,DeKalb,,"[""Motor Vehicle in Motion"",""Pedestrian""]",Failure to Yield,"[""Pedestrian"",""Motor Vehicle in Motion""]",Pedestrian
0.0,1.0,Decatur Police Department,2024-01-10,S Candler St and E College Ave,(B) Suspected Minor/Visible Injury,Dark-Lighted,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,S Candler St,Dry,19:05:00,Lap and Shoulder Belt Used,Clear,0.0,33.77104251,-84.29267584,Decatur,DeKalb,,"[""Motor Vehicle in Motion"",""Other/Unknown"",""Pedestrian""]",Failure to Yield,"[""Pedestrian"",""Pedestrian"",""Pedestrian""]",Pedestrian
0.0,1.0,Dekalb Co Police Department,2024-01-16,N Decatur Rd and Wash Lively Cir,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,N Decatur Rd,Dry,17:00:00,"[""Unknown"",""None Used""]",Clear,0.0,33.79214224,-84.28267022,Unincorporated,DeKalb,,"[""Pedestrian"",""Motor Vehicle in Motion""]","[""Failure to Yield"",""Other Interior Distraction (Distracted)""]","[""Pedestrian"",""Motor Vehicle in Motion""]",Pedestrian
0.0,1.0,Emory Police Department,2024-01-23,Dickey Dr Ne and Eagle Row Ne,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,Eagle Row Ne,Dry,14:29:00,"[""Lap and Shoulder Belt Used"",""None Used""]",Clear,0.0,33.79168055,-84.32756281,Atlanta,DeKalb,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Failure to Yield,"[""Pedestrian"",""Motor Vehicle in Motion""]",Pedestrian
1.0,0.0,Emory Police Department,2024-01-27,Clifton Rd Ne and N Decatur Rd Ne,(A) Suspected Serious Injury,Dark-Lighted,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,Clifton Rd Ne,Wet,20:41:00,"[""Lap and Shoulder Belt Used"",""Unknown""]",Rain,0.0,33.78897574,-84.3209245,Atlanta,DeKalb,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Failure to Yield,"[""Pedestrian"",""Motor Vehicle in Motion""]",Pedestrian
0.0,1.0,Dekalb Co Police Department,2024-01-30,Clifton Rd and Briarcliff Rd,(B) Suspected Minor/Visible Injury,Dark-Not Lighted,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,Briarcliff Rd,Dry,19:40:00,"[""Lap and Shoulder Belt Used"",""None Used""]",Clear,0.0,33.80613055,-84.33601918,Unincorporated,DeKalb,,"[""Pedestrian"",""Motor Vehicle in Motion""]",Failure to Yield,"[""Pedestrian"",""Motor Vehicle in Motion""]",Pedestrian
0.0,1.0,Dekalb Co Police Department,2024-02-02,S Jolly Ave and Indian Creek Way,(B) Suspected Minor/Visible Injury,Daylight,On Roadway - Non-Intersection,Not a Collision with Motor Vehicle,Indian Creek Way,Dry,14:15:00,"[""None Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]",Clear,0.0,33.79647612,-84.2403209,Unincorporated,DeKalb,,"[""Pedestrian"",""Pedestrian""]","[""Failure to Yield"",""Other Unit Contributed to Crash""]","[""Pedestrian"",""Pedestrian""]",Pedestrian
0.0,0.0,Dekalb Co Police Department,2024-02-08,Memorial Dr and 285 On Ramp Rp,(C) Possible Injury / Complaint,Dark-Not Lighted,On Roadway - Roadway Intersection,Not a Collision with Motor Vehicle,285 On Ramp Rp,Dry,18:56:00,"[""Unknown"",""None Used""]",Clear,0.0,33.77863914,-84.24082008,Unincorporated,DeKalb,,"[""Pedestrian"",""Motor Vehicle in Motion""]","Not Visible (Object, Person, or Vehicle)","[""Pedestrian"",""Motor Vehicle in Motion""]",Pedestrian
1.0,0.0,Emory Police Department,2024-02-13,Clifton Rd Ne and Woodruff Circle,(A) Suspected Serious Injury,Dawn,On Roadway - In Crosswalk,Not a Collision with Motor Vehicle,Clifton Rd Ne,Dry,07:13:00,"[""Unknown"",""Unknown""]",Clear,0.0,33.79308069,-84.32098036,Atlanta,DeKalb,,"[""Motor Vehicle in Motion"",""Pedestrian""]",Misjudged Clearance,"[""Pedestrian"",""Pedestrian""]",Pedestrian
